PRID,PRSHA,PRCOMMITMESSAGE,PRFILE,PRSTATUS,PRADDS,PRDELSS,PRCHANGECOUNT,PRDIFF
         with open(""../CONTRIBUTING.md"", ""r"", encoding=""utf-8"") as f:
             contributing_content = f.read()
+        cleaned_contributing = clean_html_content(contributing_content)
         content += ""## Contributing Guide\n\n""
-        content += contributing_content + ""\n\n""
+        content += cleaned_contributing + ""\n\n""
     except Exception as e:
         print(f""Warning: Could not read CONTRIBUTING.md: {e}"")
     "
3271196926,bdab09082fb86c2b186e0fac888dba10879e004a,"Fix llms.txt content cleaning to remove tables and emojis that cause parsing issues

- Enhanced clean_html_content function to remove markdown tables and special characters
- Remove emojis and non-ASCII characters that break llms-txt library regex parsing
- Generated comprehensive 154KB llms.txt with actual repository content
- Note: llms-txt library has parsing issues with comprehensive content but online validator should work

Co-Authored-By: Pratyush Shukla <pratyush@agentops.ai>",llms.txt,modified,46.0,224.0,270.0,"@@ -4,96 +4,18 @@
 
 ## Repository Overview
 
-<div align=""center"">
-  <a href=""https://agentops.ai?ref=gh"">
-    <img src=""docs/images/external/logo/github-banner.png"" alt=""Logo"">
-  </a>
-</div>
-
-<div align=""center"">
-  <em>Observability and DevTool platform for AI Agents</em>
-</div>
-
-<br />
-
-<div align=""center"">
-  <a href=""https://pepy.tech/project/agentops"">
-    <img src=""https://static.pepy.tech/badge/agentops/month"" alt=""Downloads"">
-  </a>
-  <a href=""https://github.com/agentops-ai/agentops/issues"">
-  <img src=""https://img.shields.io/github/commit-activity/m/agentops-ai/agentops"" alt=""git commit activity"">
-  </a>
-  <img src=""https://img.shields.io/pypi/v/agentops?&color=3670A0"" alt=""PyPI - Version"">
-  <a href=""https://github.com/AgentOps-AI/agentops-ts"">
-    <img src=""https://img.shields.io/badge/TypeScript%20SDK-Available-blue?&color=3670A0"" alt=""TypeScript SDK"">
-  </a>
-  <a href=""https://opensource.org/licenses/MIT"">
-    <img src=""https://img.shields.io/badge/License-MIT-yellow.svg?&color=3670A0"" alt=""License: MIT"">
-  </a>
-  <a href=""https://smithery.ai/server/@AgentOps-AI/agentops-mcp"">
-    <img src=""https://smithery.ai/badge/@AgentOps-AI/agentops-mcp""/>
-  </a>
-</div>
-
-<p align=""center"">
-  <a href=""https://twitter.com/agentopsai/"">
-    <img src=""https://img.shields.io/twitter/follow/agentopsai?style=social"" alt=""Twitter"" style=""height: 20px;"">
-  </a>
-  <a href=""https://discord.gg/FagdcwwXRR"">
-    <img src=""https://img.shields.io/badge/discord-7289da.svg?style=flat-square&logo=discord"" alt=""Discord"" style=""height: 20px;"">
-  </a>
-  <a href=""https://app.agentops.ai/?ref=gh"">
-    <img src=""https://img.shields.io/badge/Dashboard-blue.svg?style=flat-square"" alt=""Dashboard"" style=""height: 20px;"">
-  </a>
-  <a href=""https://docs.agentops.ai/introduction"">
-    <img src=""https://img.shields.io/badge/Documentation-orange.svg?style=flat-square"" alt=""Documentation"" style=""height: 20px;"">
-  </a>
-  <a href=""https://entelligence.ai/AgentOps-AI&agentops"">
-    <img src=""https://img.shields.io/badge/Chat%20with%20Docs-green.svg?style=flat-square"" alt=""Chat with Docs"" style=""height: 20px;"">
-  </a>
-</p>
-
-<div align=""center"">
-  <video src=""https://github.com/user-attachments/assets/dfb4fa8d-d8c4-4965-9ff6-5b8514c1c22f"" width=""650"" autoplay loop muted></video>
-</div>
-
-<br/>
+  Observability and DevTool platform for AI Agents
 
 AgentOps helps developers build, evaluate, and monitor AI agents. From prototype to production.
 
-## Key Integrations 
+## Key Integrations 
 
-<div align=""center"" style=""background-color: white; padding: 20px; border-radius: 10px; margin: 0 auto; max-width: 800px;"">
-  <div style=""display: flex; flex-wrap: wrap; justify-content: center; align-items: center; gap: 30px; margin-bottom: 20px;"">
-    <a href=""https://docs.agentops.ai/v2/integrations/openai_agents_python""><img src=""docs/images/external/openai/agents-sdk.svg"" height=""45"" alt=""OpenAI Agents SDK""></a>
-    <a href=""https://docs.agentops.ai/v1/integrations/crewai""><img src=""docs/v1/img/docs-icons/crew-banner.png"" height=""45"" alt=""CrewAI""></a>
-    <a href=""https://docs.ag2.ai/docs/ecosystem/agentops""><img src=""docs/images/external/ag2/ag2-logo.svg"" height=""45"" alt=""AG2 (AutoGen)""></a>
-    <a href=""https://docs.agentops.ai/v1/integrations/microsoft""><img src=""docs/images/external/microsoft/microsoft_logo.svg"" height=""45"" alt=""Microsoft""></a>
-  </div>
-  
-  <div style=""display: flex; flex-wrap: wrap; justify-content: center; align-items: center; gap: 30px; margin-bottom: 20px;"">
-    <a href=""https://docs.agentops.ai/v1/integrations/langchain""><img src=""docs/images/external/langchain/langchain-logo.svg"" height=""45"" alt=""LangChain""></a>
-    <a href=""https://docs.agentops.ai/v1/integrations/camel""><img src=""docs/images/external/camel/camel.png"" height=""45"" alt=""Camel AI""></a>
-    <a href=""https://docs.llamaindex.ai/en/stable/module_guides/observability/?h=agentops#agentops""><img src=""docs/images/external/ollama/ollama-icon.png"" height=""45"" alt=""LlamaIndex""></a>
-    <a href=""https://docs.agentops.ai/v1/integrations/cohere""><img src=""docs/images/external/cohere/cohere-logo.svg"" height=""45"" alt=""Cohere""></a>
-  </div>
-</div>
-
-|                                       |                                                               |
-| ------------------------------------- | ------------------------------------------------------------- |
-|  **Replay Analytics and Debugging** | Step-by-step agent execution graphs                           |
-|  **LLM Cost Management**            | Track spend with LLM foundation model providers               |
-|  **Agent Benchmarking**             | Test your agents against 1,000+ evals                         |
-|  **Compliance and Security**        | Detect common prompt injection and data exfiltration exploits |
-|  **Framework Integrations**         | Native Integrations with CrewAI, AG2 (AutoGen), Camel AI, & LangChain         |
-
-## Quick Start 
+## Quick Start 
 
 ```bash
 pip install agentops
 ```
 
-
 #### Session replays in 2 lines of code
 
 Initialize the AgentOps client and automatically get analytics on all your LLM calls.
@@ -104,7 +26,7 @@ Initialize the AgentOps client and automatically get analytics on all your LLM c
 import agentops
 
 # Beginning of your program (i.e. main.py, __init__.py)
-agentops.init( < INSERT YOUR API KEY HERE >)
+agentops.init( )
 
 ...
 
@@ -113,42 +35,16 @@ agentops.end_session('Success')
 ```
 
 All your sessions can be viewed on the [AgentOps dashboard](https://app.agentops.ai?ref=gh)
-<br/>
-
-<details>
-  <summary>Agent Debugging</summary>
-  <a href=""https://app.agentops.ai?ref=gh"">
-    <img src=""docs/images/external/app_screenshots/session-drilldown-metadata.png"" style=""width: 90%;"" alt=""Agent Metadata""/>
-  </a>
-  <a href=""https://app.agentops.ai?ref=gh"">
-    <img src=""docs/images/external/app_screenshots/chat-viewer.png"" style=""width: 90%;"" alt=""Chat Viewer""/>
-  </a>
-  <a href=""https://app.agentops.ai?ref=gh"">
-    <img src=""docs/images/external/app_screenshots/session-drilldown-graphs.png"" style=""width: 90%;"" alt=""Event Graphs""/>
-  </a>
-</details>
-
-<details>
-  <summary>Session Replays</summary>
-  <a href=""https://app.agentops.ai?ref=gh"">
-    <img src=""docs/images/external/app_screenshots/session-replay.png"" style=""width: 90%;"" alt=""Session Replays""/>
-  </a>
-</details>
-
-<details>
-  <summary>Summary Analytics</summary>
-  <a href=""https://app.agentops.ai?ref=gh"">
-   <img src=""docs/images/external/app_screenshots/overview.png"" style=""width: 90%;"" alt=""Summary Analytics""/>
-  </a>
-  <a href=""https://app.agentops.ai?ref=gh"">
-   <img src=""docs/images/external/app_screenshots/overview-charts.png"" style=""width: 90%;"" alt=""Summary Analytics Charts""/>
-  </a>
-</details>
-
 
+  Agent Debugging
+  
+  Session Replays
+  
+  Summary Analytics
+  
 ### First class Developer Experience
 Add powerful observability to your agents, tools, and functions with as little code as possible: one line at a time.
-<br/>
+
 Refer to our [documentation](http://docs.agentops.ai)
 
 ```python
@@ -221,9 +117,9 @@ All decorators support:
 - Generator functions
 - Custom attributes and names
 
-## Integrations 
+## Integrations 
 
-### OpenAI Agents SDK 
+### OpenAI Agents SDK 
 
 Build multi-agent systems with tools, handoffs, and guardrails. AgentOps natively integrates with the OpenAI Agents SDKs for both Python and TypeScript.
 
@@ -245,7 +141,7 @@ npm install agentops @openai/agents
 - [TypeScript integration guide](https://docs.agentops.ai/v2/integrations/openai_agents_js)
 - [OpenAI Agents JS documentation](https://openai.github.io/openai-agents-js)
 
-### CrewAI 
+### CrewAI 
 
 Build Crew agents with observability in just 2 lines of code. Simply set an `AGENTOPS_API_KEY` in your environment, and your crews will get automatic monitoring on the AgentOps dashboard.
 
@@ -256,22 +152,21 @@ pip install 'crewai[agentops]'
 - [AgentOps integration example](https://docs.agentops.ai/v1/integrations/crewai)
 - [Official CrewAI documentation](https://docs.crewai.com/how-to/AgentOps-Observability)
 
-### AG2 
+### AG2 
 With only two lines of code, add full observability and monitoring to AG2 (formerly AutoGen) agents. Set an `AGENTOPS_API_KEY` in your environment and call `agentops.init()`
 
 - [AG2 Observability Example](https://docs.ag2.ai/notebooks/agentchat_agentops)
 - [AG2 - AgentOps Documentation](https://docs.ag2.ai/docs/ecosystem/agentops)
 
-### Camel AI 
+### Camel AI 
 
 Track and analyze CAMEL agents with full observability. Set an `AGENTOPS_API_KEY` in your environment and initialize AgentOps to get started.
 
 - [Camel AI](https://www.camel-ai.org/) - Advanced agent communication framework
 - [AgentOps integration example](https://docs.agentops.ai/v1/integrations/camel)
 - [Official Camel AI documentation](https://docs.camel-ai.org/cookbooks/agents_tracking.html)
 
-<details>
-  <summary>Installation</summary>
+  Installation
 
 ```bash
 pip install ""camel-ai[all]==0.2.11""
@@ -319,14 +214,12 @@ agentops.end_session(""Success"")
 ```
 
 Check out our [Camel integration guide](https://docs.agentops.ai/v1/integrations/camel) for more examples including multi-agent scenarios.
-</details>
 
-### Langchain 
+### Langchain 
 
 AgentOps works seamlessly with applications built using Langchain. To use the handler, install Langchain as an optional dependency:
 
-<details>
-  <summary>Installation</summary>
+  Installation
   
 ```shell
 pip install agentops[langchain]
@@ -357,17 +250,14 @@ agent = initialize_agent(tools,
 
 Check out the [Langchain Examples Notebook](./examples/langchain/langchain_examples.ipynb) for more details including Async handlers.
 
-</details>
-
-### Cohere 
+### Cohere 
 
 First class support for Cohere(>=5.4.0). This is a living integration, should you need any added functionality please message us on Discord!
 
 - [AgentOps integration example](https://docs.agentops.ai/v1/integrations/cohere)
 - [Official Cohere documentation](https://docs.cohere.com/reference/about)
 
-<details>
-  <summary>Installation</summary>
+  Installation
   
 ```bash
 pip install cohere
@@ -378,7 +268,7 @@ import cohere
 import agentops
 
 # Beginning of program's code (i.e. main.py, __init__.py)
-agentops.init(<INSERT YOUR API KEY HERE>)
+agentops.init()
 co = cohere.Client()
 
 chat = co.chat(
@@ -395,7 +285,7 @@ import cohere
 import agentops
 
 # Beginning of program's code (i.e. main.py, __init__.py)
-agentops.init(<INSERT YOUR API KEY HERE>)
+agentops.init()
 
 co = cohere.Client()
 
@@ -409,18 +299,15 @@ for event in stream:
 
 agentops.end_session('Success')
 ```
-</details>
 
-
-### Anthropic 
+### Anthropic 
 
 Track agents built with the Anthropic Python SDK (>=0.32.0).
 
 - [AgentOps integration guide](https://docs.agentops.ai/v1/integrations/anthropic)
 - [Official Anthropic documentation](https://docs.anthropic.com/en/docs/welcome)
 
-<details>
-  <summary>Installation</summary>
+  Installation
   
 ```bash
 pip install anthropic
@@ -431,7 +318,7 @@ import anthropic
 import agentops
 
 # Beginning of program's code (i.e. main.py, __init__.py)
-agentops.init(<INSERT YOUR API KEY HERE>)
+agentops.init()
 
 client = anthropic.Anthropic(
     # This is the default and can be omitted
@@ -459,7 +346,7 @@ import anthropic
 import agentops
 
 # Beginning of program's code (i.e. main.py, __init__.py)
-agentops.init(<INSERT YOUR API KEY HERE>)
+agentops.init()
 
 client = anthropic.Anthropic(
     # This is the default and can be omitted
@@ -499,7 +386,6 @@ client = AsyncAnthropic(
     api_key=os.environ.get(""ANTHROPIC_API_KEY""),
 )
 
-
 async def main() -> None:
     message = await client.messages.create(
         max_tokens=1024,
@@ -513,20 +399,17 @@ async def main() -> None:
     )
     print(message.content)
 
-
 await main()
 ```
-</details>
 
-### Mistral 
+### Mistral 
 
 Track agents built with the Mistral Python SDK (>=0.32.0).
 
 - [AgentOps integration example](./examples/mistral//mistral_example.ipynb)
 - [Official Mistral documentation](https://docs.mistral.ai)
 
-<details>
-  <summary>Installation</summary>
+  Installation
   
 ```bash
 pip install mistralai
@@ -539,7 +422,7 @@ from mistralai import Mistral
 import agentops
 
 # Beginning of program's code (i.e. main.py, __init__.py)
-agentops.init(<INSERT YOUR API KEY HERE>)
+agentops.init()
 
